CLICKABILITY TESTS  Id,BCS CLICKABILITY Click Package Id,CLICK PACKAGES Shares,CLICK PACKAGES Clicks
56468c3c344df6001e000006,56468c5d344df6001800000b,0,1
561d49ca6c67d4001b00002f,561d4a466c67d40024000043,0,1
560eaec9da0598001f0001a6,560ef830669fc6001c00008d,0,1
561ec5479fa9c10029000367,561ec566c11f55002700027b,0,1
561e7bd79fa9c1001e0000da,562033102c52bb002600003c,0,1
5646978b0f6db00021000013,564697900f6db0003000000b,0,1
563d04e5001beb0021000457,563d04f5001beb00300003e0,0,1
56325ecd89a9dc002d000013,5633f4d07cc32d002c000009,0,1
56562429cb3ed0001800045a,565625c6cb3ed0001b00049b,0,1
561816c6abe26f00300000b2,561d76bc6c67d40029000152,0,1
5637c0ce5d2a7f0030000092,5638ceb673d8a30026000205,0,1
563b7a4a99835f00210000f9,563bd84f001beb0021000096,0,1
565383a468e72100240000df,5654d69dedb4eb0024000011,0,1
563d362f651ea2001b0000b3,563d3644651ea2002c0000bc,0,1
565242c9cc6d8f002d000076,5652444a42d8780024000000,0,1
56461c1bde1096002d00028a,56461c341d04880018000249,0,1
564600e41d04880024000167,5646118e1d048800330001a9,0,1
564b98f256b15a001800006b,564b9ae256b15a002d0000a3,0,1
565259fd42d8780033000009,565490d9f84e51002900001e,0,1
565643867750dd002a0005bc,56564439cb3ed000300006bf,0,1
5640d0941f76e000330000f3,564666c82e25e7001800012b,0,1
563cd8bf001beb001e000267,563cf173888761001b000314,0,1
5632593fa6eb0d002a000194,56325943809c65001e000164,0,1
564b98f256b15a001800006b,564b9aea857588001e00009e,0,1
56436c4f35095a00270001a0,56439f87171e30001e0002c8,0,1
561d8ab24253e6001b0001c4,561d8ab24253e6001b0001c9,0,1
564aa13b0204760018000089,564aa1596b1b80001b000082,0,1
56462a24de1096002a0002c1,56462b9a1d0488001b0002c1,0,1
564bb89c8575880030000101,564bb89c8575880030000102,1,1
564600e41d04880024000167,5646126dde1096001800020e,0,1
562bc1723a0aa3002f0000ca,562bcfa3dc350f001e0000e4,0,1
5646485d133b2a00210000a9,5646485d133b2a00210000aa,0,1
563d362f651ea2001b0000b3,563d3744651ea2001b0000b6,0,1
564600e41d04880024000167,564611371d0488002100020d,0,1
564b7b1e6b1b800018000249,564b7b200204760018000272,0,1
56394dc9189518001e000012,56394ddbbcc01a0018000009,0,2
5654e54294e850001800006b,5654e54294e850001800006e,0,2
5646571e2e25e700300000ee,564657222e25e700330000ed,0,2
5643a56d35095a0027000316,5643a57435095a0021000353,0,2
56215db8d4f6cc002100003b,56215db8d4f6cc002100003c,0,2
561dae39c11f550021000021,561dae699fa9c1002d000020,1,2
5627b7d5de896b001a00016c,56291a04c990fb001e0000a6,0,2
5652c24a3965e00021000041,5652c6933965e0001b000037,0,2
564fa436526b28001b00001b,564fa73462359c0027000021,0,2
561d4d974253e6001b00006c,561e7e359fa9c10029000167,0,2
56461c1bde1096002d00028a,56461c4e1d0488002400025e,0,2
562654720529a4001b0000c3,56268c840529a40027000203,0,2
5657c7320baebe002d000001,5657c79e0baebe001b000003,0,2
5.63008E+23,563162e147254d0033000029,0,2
56562429cb3ed0001800045a,56562429cb3ed0001800045b,0,2
562696fb0529a4001b000245,562697682dd3e9001b00023b,0,2
564fc65662359c001b00005a,564fc68062359c002d000059,0,2
562ab9483a0aa30018000099,562ab9483a0aa3001800009a,0,2
564a18a7617ef000270000ca,564a18a7617ef000270000cf,0,2
563cd7e5001beb001e00025a,563d840cf79d25001e000101,0,2
5625125c533f590030000167,56265b152dd3e90018000104,0,2
5653572442d878002100017c,5654c2b91b96ef00300000d7,0,2
56462a24de1096002a0002c1,56462b111d0488002d0002a3,0,2
56410388ea941c002400010d,564bab6b857588001e00012f,0,2
564cd8dbdc68bb002c000295,564cd8dcdc68bb002c00029c,0,2
5642533588ba7f001e000338,564f8daa437ff00030000453,0,2
564e2cc75d050a001e0001aa,564f9727437ff0001e000496,0,2
56548c1ef84e510032000016,56548c66f84e51001e00001d,0,2
5624ff2ff3f01f00300000bf,56252afd533f5900270001b4,0,2
56394dc9189518001e000012,56394dd1bcc01a001e000006,0,2
5655f7dbcb3ed0002a0002aa,5655f7dbcb3ed0002a0002ab,0,2
564621051d0488002f00026b,564a1381617ef000270000c6,0,2
564bbb512de5a60030000000,564c77c3dc68bb00230000d4,0,2
564caa12703ea2002a00006a,564cab4b703ea2001b0000cf,0,2
564b656d6b1b80001e00024c,564ce2de703ea2002d00022a,0,2
561eaff69fa9c10027000241,561eb03c9fa9c1001b000265,0,2
56461c1bde1096002d00028a,56461c1bde1096002d00028f,0,2
5644ad47cdc3470033000060,5644ad490db0a3002900005f,0,2
565c75d1a17388001800006a,565c76100bf5730033000062,0,2
564a04a481e65b00180000a6,564a04a481e65b00180000ab,0,2
5653472042d878002f000109,56548394d9d369002a000003,0,2
5644a40f0db0a3002100005c,5644a41acdc347001d000046,0,2
5643a56d35095a0027000316,5643a57035095a0018000300,0,2
564f7d61437ff0001e0003eb,564f7d9c437ff0002d000379,0,2
564c8189dc68bb00230000d6,564c8189dc68bb00230000d7,1,2
5654d4f494e850002100000d,5654d4f9edb4eb001e000005,0,2
564e6bbc437ff00033000128,564f785bf743a300180002b7,0,2
561679246fd2b90030000075,5616792d6fd2b90030000078,0,2
5654d4f494e850002100000d,5654d4f494e850002100000e,0,2
562f8b5bb62e78001e00002a,562fbc8bb62e7800270001ca,0,2
564cff53bbb653003000000e,564cff5bbbb653002100000e,0,2
564bbb512de5a60030000000,564bbb512de5a60030000001,0,2
564ba5a156b15a001e00013d,564e5cc5f743a3003300014e,0,2
560d607d3336380019cf0300,560d614738613100199b0300,0,2
5.63E+68,562a8f43f98305003400005d,0,2
5654ba3b518fe9002c000096,5654ba89518fe9003200006e,0,2
565632b37750dd001b000513,5656331bcb3ed00030000665,0,2
564498640db0a3001b000030,56449868cdc3470030000032,0,2
564e6a42437ff00018000155,564e6ec9437ff0002a00019a,0,2
564650342e25e700330000ca,5646507b133b2a001b0000e9,0,2
560c0cb13530310019380200,561e732d9fa9c100270000c0,0,2
563286f089a9dc002d0000ea,563286f089a9dc002d0000eb,0,2
565c63300bf5730018000021,565cab870bf57300330001f9,0,2
564b9b4a85758800270000b3,564b9b5356b15a002400008d,0,2
562a94d124d99d0021000079,562a94e4f98305002400007f,0,2
563cd8bf001beb001e000267,563cef9d8887610023000360,0,2
560dc0cd33c11c0023000005,560e19e3da0598001900000a,0,2
56468c8b344df6002900000c,564691670f6db00021000011,0,2
561fc59cd1de0e002d0000cc,561fe3a20ed3190024000091,1,2
564df76d7e42bb002d0000bb,565364de1187820027000056,0,2
561ad3cb38b74a001e000003,561eb1be9fa9c10030000246,1,2
563d3889651ea200210000b9,563d3889651ea200210000ba,0,2
5632204ca6eb0d001b000062,563221aaa6eb0d0027000062,0,2
561e7bd79fa9c1001e0000da,562030039efda20018000023,0,2
56436afc171e30002d000198,5643784335095a0021000230,0,2
5654bed7518fe9002a0000b3,5654bee41b96ef00210000ce,0,2
56462a24de1096002a0002c1,56462a9e1d0488001b0002b5,0,2
5655ef00cb3ed00032000216,565630a0cb3ed0001800050f,0,2
5640e93bea941c0018000011,564dec2a7e42bb001e00005c,0,2
565632587750dd002d0004ec,565632987750dd0018000588,0,2
565632587750dd002d0004ec,565633c87750dd001e0005b3,0,2
564ce732dc68bb001b000362,564ce742dc68bb0033000390,1,2
562fc42d1a3da2001b0001bd,562ff8d506273500270000ce,0,2
561d2fcbb9507f001b00004a,561d66aa4253e6002a0000ff,0,2
5646072f1d0488002f000169,564607321d0488001b000171,0,2
5637c7c673d8a3001e0000b3,5637e78c73d8a30024000155,0,2
564b5f1802047600330001d9,564d442abbb653001b0000b4,0,2
5627b21230666a0033000133,5627c9ea30666a00240001d3,0,2
5653724568e7210018000022,5653727368e7210024000022,0,2
564cef66703ea2003000027e,564cef85dc68bb00180002f2,0,2
56436c4f35095a00270001a0,56439f8b35095a00300002d8,0,2
56433b81171e30001e0000a8,56433bdb171e30002a00008c,0,2
564a4890e448af0030000041,564a6727020476001e000068,0,2
560c0cb13530310019380200,561e734d9fa9c1002d0000c3,0,2
563b7a4a99835f00210000f9,563be1e888876100320000b9,0,2
560eb1c503d62b001f00018c,560eb1c503d62b001f00018d,1,2
561420e1c2fb06002a000025,561420e1c2fb06002a000028,0,2
56322c41a6eb0d001b00007e,5632723b1e603a0024000085,0,2
565606b77750dd002a000358,565606dbcb3ed00030000473,0,2
561ad79838b74a001b000009,561c0d32baf18a001800007e,0,2
56410013ee3509002e000120,5642136d88ba7f002a00018c,0,2
563cea5c8887610021000351,563cea6b001beb0030000354,0,2
5642533588ba7f001e000338,564f8e1df743a30027000429,1,2
56280fa11d5127002d000008,56280fa364fa27002e000009,0,2
564685200f6db0001800000a,564685200f6db0001800000b,0,2
564b9f8856b15a00260000c5,564b9fa756b15a00180000be,0,2
564b5d96020476001b0001fe,564b995f857588003000005b,1,2
56451beeab9ec70024000001,56451beeab9ec70024000002,0,2
563cbc64001beb002a000171,5642306288ba7f001b0001df,0,2
565b9fee8d14ea0020000032,565b9ff78d14ea0020000035,0,2
564f9864f743a3003000047d,564f9868437ff000300004b1,0,2
5630000a1191e1002a000107,56325f5489a9dc001e00001c,0,2
563cfea4001beb002400034a,563cfecc001beb002700038c,0,2
56280fa11d5127002d000008,56280fba64fa27001f00000f,0,2
56537b9b68e721002a00007d,5654b139518fe9001800002e,0,2
564621051d0488002f00026b,564a138781e65b00270000fe,0,2
564d92f37e42bb002d000002,564f3c83f743a30027000224,0,2
563d04e5001beb0021000457,563d05248887610030000400,0,2
5643c8638c4a5c0018000028,5643cb0fcf8a1b001b000039,1,2
5645f1d5de1096002a000113,5646430f2e25e7003300007b,0,2
56468c8b344df6002900000c,5646911d344df6002700000d,0,2
565632b37750dd001b000513,565632b37750dd001b000514,0,2
5612b854b5bb9b0020000025,562643ad0529a400270000a5,0,2
563cff71001beb002400034f,563cff71001beb0024000350,0,2
5654bd381b96ef001e000099,56563beb7750dd002a0005a2,0,2
5656528d7750dd001e0005ff,56565425517ec50021000003,0,2
564cef66703ea2003000027e,564cef69703ea2001e00027e,0,2
56537b9b68e721002a00007d,5654aff6518fe9002700001b,0,2
560c0cb13530310019380200,561e7110c11f55001b0000db,0,2
562a9333f98305002a00006d,562a947cf98305002a00007a,0,2
5632593fa6eb0d002a000194,56325947a6eb0d00310001cd,1,2
561ec5479fa9c10029000367,561ec55cc11f550030000288,0,2
564231e6360a15002d00020d,564231e988ba7f001e000209,0,2
5620ea949efda20027000106,5620eb7c9efda20024000122,0,2
5654da10edb4eb0021000036,5656409b7750dd00270005b7,0,2
56468c3c344df6001e000006,56468c640f6db00030000005,0,2
561d49ca6c67d4001b00002f,561d4d876c67d4001b00004b,0,2
5613f76a8586e1001f00014a,5613f78b8586e1002400010d,0,2
565632b37750dd001b000513,565632d8cb3ed00018000537,0,2
5654bd381b96ef001e000099,56563c40cb3ed0001800056e,0,2
563d1bdf651ea20018000036,563d1c07f79d25002900004a,0,2
564f9d7162359c001b00000d,564f9da1526b28002f000017,0,2
56437c0a35095a0030000201,5643a0c935095a00270002f8,0,2
5642c93b35095a00210000c0,56433bb635095a001b0000d1,0,2
56167c78355f47002700007f,5616877b355f47002d0000b9,0,2
5645f1d5de1096002a000113,5646436c2e25e7002d0000a1,0,2
5646978b0f6db00021000013,56469794344df60029000011,0,2
56200efb800e5700210001fc,56201a320ed31900320001dc,0,2
564b656d6b1b80001e00024c,564ce0a1703ea2001b00026e,0,2
564bbb512de5a60030000000,564c756a2de5a600210000c3,0,2
561e79af9fa9c1001b00011d,561e7c34c11f550018000120,0,2
564b98f256b15a001800006b,564b9af0857588002100008b,0,2
565383a468e72100240000df,5654d877edb4eb001e000031,0,2
56468c8b344df6002900000c,56468c8b344df6002900000d,0,2
562fc42d1a3da2001b0001bd,562ff93c1191e1002a0000ef,0,2
5646571e2e25e700300000ee,5646572c133b2a002d0000d5,0,2
5654da10edb4eb0021000036,56563f43cb3ed0001e000574,0,2
564d0559bbb6530033000020,564d0560bbb6530024000031,0,2
56422cac88ba7f001b0001d0,56422cac88ba7f001b0001d1,0,2
56461c1bde1096002d00028a,56461c4bde1096001e0001fc,0,2
5654f02794e850001e0000aa,5654f02794e850001e0000ab,0,2
56562429cb3ed0001800045a,5656244acb3ed0001e000462,0,2
56468c8b344df6002900000c,564690e10f6db0002100000e,0,2
56200d4d0ed319002a0001ef,56200e9b800e57002d0001ce,0,2
562abc133a0aa300210000a9,562abc70dc350f00270000b7,0,2
564ca71a703ea2001b0000a2,564cd0f4703ea2001e000184,0,2
56141dedc2fb06002a000011,56141dedc2fb06002a000016,0,2
564cff53bbb653003000000e,564cff62bbb653002a000015,0,2
560e9e3ada0598001c00014b,560e9e3ada0598001c00014e,0,2
562a90e2f98305001f000056,562aa325dc350f002700002d,0,2
565383a468e72100240000df,5654d53194e850002c000006,0,2
5654e11c94e850001e00004d,5654e125edb4eb002d00004b,0,2
564ba2e0857588002a0000d0,564ba2e0857588002a0000d1,0,2
5612b854b5bb9b0020000025,562641f42dd3e900180000c4,0,2
5625437f533f5900180001fe,5627b5e830666a001e000151,0,2
56462a24de1096002a0002c1,56462a85de1096002d000323,0,2
5620529b9efda2002a00009f,5620529c9efda2002a0000a0,0,2
56461c1bde1096002d00028a,56461c1bde1096002d00028b,0,2
562501f1533f5900270000c9,562501f1533f5900270000cc,0,2
56562429cb3ed0001800045a,565625c0cb3ed00021000453,0,2
564650342e25e700330000ca,564650342e25e700330000cd,0,2
5654f02794e850001e0000aa,5654f02794e850001e0000b1,0,2
56255915533f59002d000269,56267a822dd3e9002a0001e8,0,2
563be068888761003000009e,563be07188876100180000b6,0,2
562e884984e4bf001f0001c4,562e88890c39f100240001c1,0,2
564636771d0488002100038c,56463680de1096002300035c,0,2
56451beeab9ec70024000001,5645396cde10960032000034,0,2
56167bbf6fd2b9002a00007c,5616a363c432880021000014,0,2
564f8574437ff0002d00039f,564f8580437ff000240003d1,0,2
564f6a0b437ff000330002b1,5653c741366b1c0029000233,0,2
561eaff69fa9c10027000241,561eaffc9fa9c10027000245,0,2
5.63E+21,563009451191e100210000d9,0,2
5633dfc2e8994a002100004d,56340dca7cc32d002a000060,0,2
5654e11c94e850001e00004d,5654e15c94e850002c000040,0,2
56424000360a1500270002af,5642d15a35095a0027000089,0,2
5.60466E+23,5612bfbfb5bb9b0032000051,0,2
564b9d5885758800210000b1,564ba1bc85758800180000ed,1,2
564ba2e0857588002a0000d0,564ba3be56b15a001b000109,0,2
56533b2142d878002f0000bd,5655e6fb7750dd002100021c,0,2
56254f23f3f01f0027000205,5627f8256d1040001800005e,0,2
56536311e814c3001e00003d,56537d8368e721001e0000a8,0,3
563cfdd98887610018000335,563cfe0b8887610023000394,0,3
564d166e703ea2002a000324,564d166e703ea2002a000325,0,3
564a4890e448af0030000041,564a67d06b1b80001800003b,0,3
56280fa11d5127002d000008,56280fb11d51270018000008,0,3
5633fcbc13be6f001800000d,5633fcc97cc32d0033000010,0,3
564e01dd7e42bb0021000100,564e02157e42bb00290000f2,0,3
5656528d7750dd001e0005ff,56565344517ec50018000001,0,3
5654f3d894e850002c0000b7,5654f42d94e850001b000093,0,3
56468c8b344df6002900000c,564690c6344df6001e00000c,0,3
5624ff2ff3f01f00300000bf,56252c5f533f590029000192,0,3
563d1bdf651ea20018000036,563d1bdf651ea20018000037,0,3
561db88a9fa9c1002d000032,561db8cac11f550033000032,1,3
5641232188ba7f0033000005,5641232688ba7f0033000008,0,3
56169d436fd2b9002400016a,56169d52355f470023000135,0,3
56293109c990fb002d0000fb,56293124258092001e0000e5,0,3
5642342a360a15001b00020a,56450ccc56fd31001e000000,0,3
56141dedc2fb06002a000011,56141dedc2fb06002a000018,0,3
564b9f8856b15a00260000c5,564b9fc285758800270000fd,0,3
563a2314603afb0024000045,564f636ff743a3002a00032a,0,3
5658c6980baebe00210000a2,5658caaf54fafd00300000ca,0,3
561fcff70ed319002d000023,5620099b800e5700270001c2,0,3
561ec5479fa9c10029000367,561ec5479fa9c10029000368,0,3
5612b854b5bb9b0020000025,5626417e2dd3e900330000ca,0,3
56394743bcc01a001b000002,5.63948E+23,0,3
562108b49efda20030000147,562108fd2c52bb002f000133,0,3
564fc65662359c001b00005a,564fc67862359c002400005f,0,3
561dae39c11f550021000021,561dae58c11f55001e000013,0,3
56438e56171e30001e000240,56439090171e300018000255,0,3
56436c4f35095a00270001a0,56439f85171e30002a0002c9,0,3
564a4890e448af0030000041,564a67710204760030000043,0,3
561e79af9fa9c1001b00011d,561e7c659fa9c100210000de,0,3
564bb89c8575880030000101,564bb9c12de5a60029000000,0,3
56151baa63fd0c0022000055,5615520386c88a002c000099,0,3
562a35bdf30b1b002c000053,562a7ae513a59000240000cc,0,3
562692a40529a4002100020f,5629327bc990fb0021000103,0,3
563b91b20595ec002a000003,563cfa46001beb002a0003af,0,3
5637895778bbef0024000038,563965ad1feae4002900000a,0,3
564cf9bddc68bb002c000354,564cf9bddc68bb002c000357,0,3
56461c1bde1096002d00028a,56461c261d0488002f000220,0,3
565643867750dd002a0005bc,565643b2cb3ed00021000540,1,3
565b6b9b9b4aea001b000005,565b8b3b8d14ea0024000052,0,3
564cff53bbb653003000000e,564cff53bbb653003000000f,0,3
561285681c028c0019000065,5612f319b4d993003400000f,0,3
561d2fcbb9507f001b00004a,561d655c6c67d4001b0000e6,0,3
560ed5b8c4a1aa00190000c4,560f11d32589000019000013,0,3
